Date,High,Low,Commodity
13 06 2024,52,52,COMMERCIAL (LOCAL) Regular Milled
14 06 2024,52,52,COMMERCIAL (LOCAL) Regular Milled
17 06 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
18 06 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
19 06 2024,52,52,COMMERCIAL (LOCAL) Regular Milled
20 06 2024,52,52,COMMERCIAL (LOCAL) Regular Milled
21 06 2024,52,52,COMMERCIAL (LOCAL) Regular Milled
22 06 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
26 06 2024,52,52,COMMERCIAL (LOCAL) Regular Milled
27 06 2024,52,52,COMMERCIAL (LOCAL) Regular Milled
28 06 2024,52,52,COMMERCIAL (LOCAL) Regular Milled
29 06 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
1 07 2024,52,52,COMMERCIAL (LOCAL) Regular Milled
2 07 2024,52,52,COMMERCIAL (LOCAL) Regular Milled
3 07 2024,52,52,COMMERCIAL (LOCAL) Regular Milled
8 07 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
9 07 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
12 07 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
15 07 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
16 07 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
17 07 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
19 07 2024,50,46,COMMERCIAL (LOCAL) Regular Milled
22 07 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
23 07 2024,50,46,COMMERCIAL (LOCAL) Regular Milled
24 07 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
25 07 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
26 07 2024,50,46,COMMERCIAL (LOCAL) Regular Milled
27 07 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
29 07 2024,50,46,COMMERCIAL (LOCAL) Regular Milled
30 07 2024,50,46,COMMERCIAL (LOCAL) Regular Milled
31 07 2024,50,46,COMMERCIAL (LOCAL) Regular Milled
1 08 2024,50,46,COMMERCIAL (LOCAL) Regular Milled
2 08 2024,50,46,COMMERCIAL (LOCAL) Regular Milled
3 08 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
5 08 2024,50,46,COMMERCIAL (LOCAL) Regular Milled
6 08 2024,50,46,COMMERCIAL (LOCAL) Regular Milled
7 08 2024,50,46,COMMERCIAL (LOCAL) Regular Milled
8 08 2024,50,46,COMMERCIAL (LOCAL) Regular Milled
9 08 2024,50,46,COMMERCIAL (LOCAL) Regular Milled
10 08 2024,50,46,COMMERCIAL (LOCAL) Regular Milled
12 08 2024,50,46,COMMERCIAL (LOCAL) Regular Milled
13 08 2024,45,45,COMMERCIAL (LOCAL) Regular Milled
14 08 2024,50,48,COMMERCIAL (LOCAL) Regular Milled
15 08 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
16 08 2024,50,48,COMMERCIAL (LOCAL) Regular Milled
17 08 2024,50,48,COMMERCIAL (LOCAL) Regular Milled
20 08 2024,48,48,COMMERCIAL (LOCAL) Regular Milled
21 08 2024,50,50,COMMERCIAL (LOCAL) Regular Milled
29 08 2024,50,48,COMMERCIAL (LOCAL) Regular Milled
30 08 2024,50,48,COMMERCIAL (LOCAL) Regular Milled
