Date,Low,High,Commodity,High 
2023-04-10,60,100,Cabbage,
2023-04-11,60,100,Cabbage,
2023-04-12,60,100,Cabbage,
2023-04-13,60,100,Cabbage,
2023-04-14,60,90,Cabbage,
2023-04-17,50,90,Cabbage,
2023-04-18,60,90,Cabbage,
2023-04-19,60,90,Cabbage,
2023-04-20,60,90,Cabbage,
2023-04-21,60,90,Cabbage,
2023-04-24,60,90,Cabbage,
2023-04-25,60,90,Cabbage,
2023-04-26,50,100,Cabbage,
2023-04-27,50,90,Cabbage,
2023-04-28,50,90,Cabbage,
2023-05-01,50,90,Cabbage,
2023-05-02,50,90,Cabbage,
2023-05-03,60,90,Cabbage,
2023-05-04,60,90,Cabbage,
2023-05-05,60,90,Cabbage,
2023-05-08,60,80,Cabbage,
2023-05-09,50,90,Cabbage,
2023-05-10,60,90,Cabbage,
2023-05-11,60,90,Cabbage,
2023-05-12,60,90,Cabbage,
2023-05-15,50,90,Cabbage,
2023-05-16,50,90,Cabbage,
2023-05-17,50,80,Cabbage,
2023-05-18,50,90,Cabbage,
2023-05-19,50,90,Cabbage,
2023-05-22,50,90,Cabbage,
2023-05-23,60,80,Cabbage,
2023-05-24,60,80,Cabbage,
2023-05-25,60,90,Cabbage,
2023-05-26,60,80,Cabbage,
2023-05-29,40,90,Cabbage,
2023-05-30,40,90,Cabbage,
2023-05-31,60,90,Cabbage,
2023-06-01,60,90,Cabbage,
2023-06-02,60,100,Cabbage,
2023-06-05,60,95,Cabbage,
2023-06-06,60,100,Cabbage,
2023-06-07,60,120,Cabbage,
2023-06-08,60,120,Cabbage,
2023-06-09,60,100,Cabbage,
2023-06-12,70,120,Cabbage,
2023-06-13,70,120,Cabbage,
2023-06-14,70,130,Cabbage,
2023-06-15,70,120,Cabbage,
2023-06-16,70,120,Cabbage,
2023-06-19,70,120,Cabbage,
2023-06-20,70,120,Cabbage,
2023-06-21,70,120,Cabbage,
2023-06-22,90,125,Cabbage,
2023-06-23,90,125,Cabbage,
2023-06-26,80,150,Cabbage,
2023-06-27,80,160,Cabbage,
2023-06-28,100,150,Cabbage,
2023-06-29,100,150,Cabbage,
2023-06-30,120,180,Cabbage,
2023-07-03,120,180,Cabbage,
2023-07-04,95,160,Cabbage,
2023-07-05,95,160,Cabbage,
2023-07-06,95,150,Cabbage,
2023-07-07,95,160,Cabbage,
2023-07-10,95,160,Cabbage,
2023-07-11,100,160,Cabbage,
2023-07-12,100,160,Cabbage,
2023-07-13,120,170,Cabbage,
2023-07-14,100,160,Cabbage,
2023-07-17,100,160,Cabbage,
2023-07-18,100,160,Cabbage,
2023-07-19,100,160,Cabbage,
2023-07-20,90,150,Cabbage,
2023-07-21,85,150,Cabbage,
2023-07-24,100,150,Cabbage,
2023-07-25,100,160,Cabbage,
2023-07-26,85,160,Cabbage,
2023-07-27,90,160,Cabbage,
2023-07-28,100,160,Cabbage,
2023-07-31,110,150,Cabbage,
2023-08-01,100,150,Cabbage,
2023-08-02,100,160,Cabbage,
2023-08-03,100,150,Cabbage,
2023-08-04,100,150,Cabbage,
2023-08-07,100,150,Cabbage,
2023-08-08,100,160,Cabbage,
2023-08-09,100,150,Cabbage,
2023-08-10,100,150,Cabbage,
2023-08-11,100,165,Cabbage,
2023-08-14,120,180,Cabbage,
2023-08-15,120,180,Cabbage,
2023-08-16,110,160,Cabbage,
2023-08-17,110,160,Cabbage,
2023-08-18,120,160,Cabbage,
2023-08-21,100,180,Cabbage,
2023-08-22,150,180,Cabbage,
2023-08-23,140,180,Cabbage,
2023-08-24,140,180,Cabbage,
2023-08-25,120,180,Cabbage,
2023-08-28,120,180,Cabbage,
2023-08-29,120,180,Cabbage,
2023-08-30,100,180,Cabbage,
2023-08-31,110,180,Cabbage,
2023-09-01,100,180,Cabbage,
2023-09-04,100,180,Cabbage,
2023-09-05,100,160,Cabbage,
2023-09-06,100,140,Cabbage,
2023-09-07,140,200,Cabbage,
2023-09-08,140,200,Cabbage,
2023-09-11,100,200,Cabbage,
2023-09-12,120,200,Cabbage,
2023-09-13,120,200,Cabbage,
2023-09-14,120,200,Cabbage,
2023-09-15,100,200,Cabbage,
2023-09-18,120,180,Cabbage,
2023-09-19,120,180,Cabbage,
2023-09-20,120,180,Cabbage,
2023-09-21,120,185,Cabbage,
2023-09-22,120,160,Cabbage,
2023-09-25,120,180,Cabbage,
2023-09-26,140,180,Cabbage,
2023-09-27,140,180,Cabbage,
2023-09-28,140,185,Cabbage,
2023-09-29,140,180,Cabbage,
2023-10-02,130,180,Cabbage,
2023-10-03,130,180,Cabbage,
2023-10-04,120,180,Cabbage,
2023-10-05,120,180,Cabbage,
2023-10-06,120,180,Cabbage,
2023-10-09,135,180,Cabbage,
2023-10-10,140,180,Cabbage,
2023-10-11,140,170,Cabbage,
2023-10-12,140,170,Cabbage,
2023-10-13,120,170,Cabbage,
2023-10-16,120,180,Cabbage,
2023-10-17,140,180,Cabbage,
2023-10-18,120,180,Cabbage,
2023-10-19,120,180,Cabbage,
2023-10-20,120,180,Cabbage,
2023-10-23,120,140,Cabbage,
2023-10-24,120,170,Cabbage,
2023-10-25,120,160,Cabbage,
2023-10-26,120,165,Cabbage,
2023-10-27,100,160,Cabbage,
2023-10-30,100,150,Cabbage,
2023-10-31,120,160,Cabbage,
2023-11-02,120,160,Cabbage,
2023-11-03,120,160,Cabbage,
2023-11-06,80,160,Cabbage,
2023-11-07,90,160,Cabbage,
2023-11-08,70,120,Cabbage,
2023-11-09,70,120,Cabbage,
2023-11-10,70,120,Cabbage,
2023-11-13,60,160,Cabbage,
2023-11-14,60,160,Cabbage,
2023-11-15,70,150,Cabbage,
2023-11-16,60,120,Cabbage,
2023-11-17,60,130,Cabbage,
2023-11-20,70,140,Cabbage,
2023-11-21,70,120,Cabbage,
2023-11-22,60,90,Cabbage,
2023-11-23,60,90,Cabbage,
2023-11-24,60,80,Cabbage,
2023-11-27,60,100,Cabbage,
2023-11-28,60,120,Cabbage,
2023-11-29,60,120,Cabbage,
2023-11-30,60,80,Cabbage,
2023-12-01,60,80,Cabbage,
2023-12-04,60,80,Cabbage,
2023-12-05,60,80,Cabbage,
2023-12-06,50,80,Cabbage,
2023-12-07,60,90,Cabbage,
2023-12-08,60,90,Cabbage,
2023-12-11,60,80,Cabbage,
2023-12-12,60,80,Cabbage,
2023-12-13,60,80,Cabbage,
2023-12-14,50,80,Cabbage,
2023-12-15,50,80,Cabbage,
2023-12-18,60,90,Cabbage,
2023-12-19,60,90,Cabbage,
2023-12-20,60,120,Cabbage,
2023-12-21,60,90,Cabbage,
2023-12-22,60,90,Cabbage,
2023-12-26,50,90,Cabbage,
2023-12-27,60,120,Cabbage,
2023-12-28,60,90,Cabbage,
2023-12-29,60,90,Cabbage,
2024-01-02,60,90,Cabbage,
2024-01-03,60,90,Cabbage,
2024-01-04,60,90,Cabbage,
2024-01-05,50,90,Cabbage,
2024-01-08,40,100,Cabbage,
2024-01-09,40,90,Cabbage,
2024-01-10,40,80,Cabbage,
2024-01-11,40,80,Cabbage,
2024-01-12,40,80,Cabbage,
2024-01-15,45,80,Cabbage,
2024-01-16,45,80,Cabbage,
2024-01-17,45,80,Cabbage,
2024-01-18,45,80,Cabbage,
2024-01-19,50,80,Cabbage,
2024-01-22,45,80,Cabbage,
2024-01-23,45,80,Cabbage,
2024-01-24,40,90,Cabbage,
2024-01-25,50,80,Cabbage,
2024-01-26,45,80,Cabbage,
2024-01-29,40,80,Cabbage,
2024-01-30,45,80,Cabbage,
2024-01-31,40,80,Cabbage,
2024-02-01,45,80,Cabbage,
2024-02-02,45,80,Cabbage,
2024-02-05,40,100,Cabbage,
2024-02-06,45,80,Cabbage,
2024-02-07,45,80,Cabbage,
2024-02-08,45,80,Cabbage,
2024-02-09,50,80,Cabbage,
2024-02-12,40,100,Cabbage,
2024-02-13,40,100,Cabbage,
2024-02-14,40,100,Cabbage,
2024-02-15,40,100,Cabbage,
2024-02-16,40,100,Cabbage,
2024-02-19,40,100,Cabbage,
2024-02-20,50,100,Cabbage,
2024-02-21,50,100,Cabbage,
2024-02-22,50,100,Cabbage,
2024-02-23,50,100,Cabbage,
2024-02-26,55,80,Cabbage,
2024-02-27,45,100,Cabbage,
2024-02-28,40,100,Cabbage,
2024-02-29,40,100,Cabbage,
2024-03-01,40,100,Cabbage,
2024-03-04,40,100,Cabbage,
2024-03-05,40,90,Cabbage,
2024-03-06,40,90,Cabbage,
2024-03-07,40,100,Cabbage,
2024-03-08,40,90,Cabbage,
2024-03-11,40,80,Cabbage,
2024-03-12,40,100,Cabbage,
2024-03-13,40,100,Cabbage,
2024-03-14,40,100,Cabbage,
2024-03-15,40,90,Cabbage,
2024-03-18,40,100,Cabbage,
2024-03-19,35,90,Cabbage,
2024-03-20,35,90,Cabbage,
2024-03-21,35,100,Cabbage,
2024-03-22,35,90,Cabbage,
2024-03-25,35,90,Cabbage,
2024-03-26,50,80,Cabbage,
2024-03-27,35,100,Cabbage,
2024-04-01,35,100,Cabbage,
2024-04-02,35,100,Cabbage,
2024-04-03,35,100,Cabbage,
2024-04-04,35,100,Cabbage,
2024-04-05,50,90,Cabbage,
2024-04-08,35,100,Cabbage,
2024-04-11,35,90,Cabbage,
2024-04-12,35,90,Cabbage,
2024-04-15,35,90,Cabbage,
2024-04-16,35,90,Cabbage,
2024-04-17,40,90,Cabbage,
2024-04-18,45,90,Cabbage,
2024-04-19,50,90,Cabbage,
2024-04-20,50,90,Cabbage,
2024-04-22,50,100,Cabbage,
2024-04-23,50,90,Cabbage,
2024-04-24,50,90,Cabbage,
2024-04-25,40,90,Cabbage,
2024-04-26,45,90,Cabbage,
2024-04-27,60,90,Cabbage,
2024-04-29,40,90,Cabbage,
2024-04-30,60,90,Cabbage,
2024-05-01,50,90,Cabbage,
2024-05-02,50,90,Cabbage,
2024-05-03,40,90,Cabbage,
2024-05-04,40,90,Cabbage,
2024-05-06,40,100,Cabbage,
2024-05-07,40,80,Cabbage,
2024-05-08,40,80,Cabbage,
2024-05-09,40,80,Cabbage,
2024-05-10,40,80,Cabbage,
2024-05-11,45,80,Cabbage,
2024-05-13,40,80,Cabbage,
2024-05-14,50,80,Cabbage,
2024-05-15,50,80,Cabbage,
2024-05-16,50,80,Cabbage,
2024-05-17,55,80,Cabbage,
2024-05-18,55,90,Cabbage,
2024-05-20,50,90,Cabbage,
2024-05-21,50,90,Cabbage,
2024-05-22,50,90,Cabbage,
2024-05-23,50,90,Cabbage,
2024-05-24,50,90,Cabbage,
2024-05-25,50,90,Cabbage,
2024-05-27,40,100,Cabbage,
2024-05-28,40,100,Cabbage,
2024-05-29,50,100,Cabbage,
2024-05-30,50,100,Cabbage,
2024-05-31,50,100,Cabbage,
2024-06-01,50,100,Cabbage,
2024-06-03,50,100,Cabbage,
2024-06-04,50,105,Cabbage,
2024-06-05,60,90,Cabbage,
2024-06-06,55,90,Cabbage,
2024-06-07,50,90,Cabbage,
2024-06-08,55,100,Cabbage,
2024-06-10,55,90,Cabbage,
2024-06-11,55,90,Cabbage,
2024-06-12,60,90,Cabbage,
2024-06-13,60,90,Cabbage,
2024-06-14,55,90,Cabbage,
2024-06-15,55,90,Cabbage,
2024-06-17,55,90,Cabbage,
2024-06-18,55,90,Cabbage,
2024-06-19,60,90,Cabbage,
2024-06-20,60,90,Cabbage,
2024-06-21,60,90,Cabbage,
2024-06-22,60,90,Cabbage,
2024-06-24,55,100,Cabbage,
2024-06-25,60,100,Cabbage,
2024-06-26,60,90,Cabbage,
2024-06-27,60,90,Cabbage,
2024-06-28,60,90,Cabbage,
2024-06-29,50,100,Cabbage,
2024-07-01,70,100,Cabbage,
2024-07-02,70,100,Cabbage,
2024-07-03,70,100,Cabbage,
2024-07-04,65,100,Cabbage,
2024-07-05,65,100,Cabbage,
2024-07-06,70,100,Cabbage,
2024-07-08,70,100,Cabbage,
2024-07-09,70,100,Cabbage,
2024-07-10,70,100,Cabbage,
2024-07-11,80,80,Cabbage,
2024-07-12,70,90,Cabbage,
2024-07-13,70,100,Cabbage,
2024-07-15,55,90,Cabbage,
2024-07-16,60,90,Cabbage,
2024-07-17,60,90,Cabbage,
2024-07-18,45,100,Cabbage,
2024-07-19,45,100,Cabbage,
2024-07-20,45,100,Cabbage,
2024-07-22,45,100,Cabbage,
2024-07-23,40,100,Cabbage,
2024-07-24,45,80,Cabbage,
2024-07-25,50,80,Cabbage,
2024-07-26,40,100,Cabbage,
2024-07-27,50,120,Cabbage,
2024-07-29,40,100,Cabbage,
2024-07-30,45,100,Cabbage,
2024-07-31,60,90,Cabbage,
2024-08-01,40,100,Cabbage,
2024-08-02,40,100,Cabbage,
2024-08-03,45,100,Cabbage,
2024-08-05,35,100,Cabbage,
2024-08-06,35,90,Cabbage,
2024-08-07,35,100,Cabbage,
2024-08-08,35,90,Cabbage,
2024-08-09,35,90,Cabbage,
2024-08-10,40,90,Cabbage,
2024-08-12,35,100,Cabbage,
2024-08-13,35,90,Cabbage,
2024-08-14,35,90,Cabbage,
2024-08-15,35,90,Cabbage,
2024-08-16,35,90,Cabbage,
2024-08-17,35,90,Cabbage,
2024-08-19,35,100,Cabbage,
2024-08-20,35,100,Cabbage,
2024-08-21,35,90,Cabbage,
2024-08-22,35,90,Cabbage,
2024-08-23,35,90,Cabbage,
2024-08-24,35,90,Cabbage,
2024-08-26,35,90,Cabbage,
2024-08-27,40,90,Cabbage,
2024-08-28,40,100,Cabbage,
2024-08-29,40,90,Cabbage,
2024-08-30,40,90,Cabbage,
2024-08-31,35,90,Cabbage,
2024-09-02,45,80,Cabbage,
2024-09-03,80,80,Cabbage,
2024-09-04,40,90,Cabbage,
2024-09-05,50,80,Cabbage,
2024-09-06,40,90,Cabbage,
2024-09-07,40,90,Cabbage,
2024-09-09,35,90,Cabbage,
2024-09-10,35,100,Cabbage,
2024-09-11,35,90,Cabbage,
2024-09-12,35,80,Cabbage,
2024-09-13,35,85,Cabbage,
2024-09-14,60,85,Cabbage,
2024-09-16,30,85,Cabbage,
2024-09-17,30,85,Cabbage,
2024-09-18,30,85,Cabbage,
2024-09-19,30,85,Cabbage,
2024-09-20,30,85,Cabbage,
2024-09-21,35,85,Cabbage,
2024-09-23,30,90,Cabbage,
2024-09-24,35,90,Cabbage,
2024-09-25,35,85,Cabbage,
2024-09-26,35,85,Cabbage,
2024-09-27,35,95,Cabbage,
2024-09-28,35,80,Cabbage,
2024-09-30,35,90,Cabbage,
2024-10-01,35,80,Cabbage,
2024-10-02,55,90,Cabbage,
2024-10-03,60,90,Cabbage,
2024-10-04,60,90,Cabbage,
2024-10-05,55,90,Cabbage,
2024-10-07,60,120,Cabbage,
2024-10-08,60,120,Cabbage,
2024-10-09,60,120,Cabbage,
2024-10-10,70,110,Cabbage,
2024-10-11,60,130,Cabbage,
2024-10-12,80,110,Cabbage,
2024-10-14,70,120,Cabbage,
2024-10-15,65,130,Cabbage,
2024-10-16,65,140,Cabbage,
2024-10-17,70,140,Cabbage,
2024-10-18,90,120,Cabbage,
2024-10-19,90,120,Cabbage,
2024-10-21,100,150,Cabbage,
2024-10-22,90,150,Cabbage,
2024-10-23,100,150,Cabbage,
2024-10-24,100,150,Cabbage,
2024-10-25,100,150,Cabbage,
2024-10-26,100,160,Cabbage,
2024-10-28,120,140,Cabbage,
2024-10-29,120,120,Cabbage,
2024-10-30,90,140,Cabbage,
2024-10-31,120,120,Cabbage,
2024-11-02,100,160,Cabbage,
2024-11-04,100,160,Cabbage,
2024-11-05,100,150,Cabbage,
