Date,High,Low,Commodity
30 05 2024,200,100,Habitchuelas (Baguio Beans)
31 05 2024,180,100,Habitchuelas (Baguio Beans)
3 06 2024,200,120,Habitchuelas (Baguio Beans)
4 06 2024,200,120,Habitchuelas (Baguio Beans)
5 06 2024,200,120,Habitchuelas (Baguio Beans)
6 06 2024,200,100,Habitchuelas (Baguio Beans)
8 06 2024,200,120,Habitchuelas (Baguio Beans)
10 06 2024,160,90,Habitchuelas (Baguio Beans)
11 06 2024,180,100,Habitchuelas (Baguio Beans)
12 06 2024,180,100,Habitchuelas (Baguio Beans)
13 06 2024,200,120,Habitchuelas (Baguio Beans)
17 06 2024,180,120,Habitchuelas (Baguio Beans)
18 06 2024,200,120,Habitchuelas (Baguio Beans)
19 06 2024,200,140,Habitchuelas (Baguio Beans)
20 06 2024,200,120,Habitchuelas (Baguio Beans)
21 06 2024,200,140,Habitchuelas (Baguio Beans)
22 06 2024,200,140,Habitchuelas (Baguio Beans)
26 06 2024,180,120,Habitchuelas (Baguio Beans)
27 06 2024,180,100,Habitchuelas (Baguio Beans)
28 06 2024,200,90,Habitchuelas (Baguio Beans)
29 06 2024,180,120,Habitchuelas (Baguio Beans)
1 07 2024,180,90,Habitchuelas (Baguio Beans)
2 07 2024,180,90,Habitchuelas (Baguio Beans)
3 07 2024,180,90,Habitchuelas (Baguio Beans)
5 07 2024,140,100,Habitchuelas (Baguio Beans)
8 07 2024,160,70,Habitchuelas (Baguio Beans)
9 07 2024,180,65,Habitchuelas (Baguio Beans)
12 07 2024,180,50,Habitchuelas (Baguio Beans)
15 07 2024,120,50,Habitchuelas (Baguio Beans)
16 07 2024,140,60,Habitchuelas (Baguio Beans)
17 07 2024,120,60,Habitchuelas (Baguio Beans)
19 07 2024,120,50,Habitchuelas (Baguio Beans)
22 07 2024,120,50,Habitchuelas (Baguio Beans)
23 07 2024,120,50,Habitchuelas (Baguio Beans)
24 07 2024,120,50,Habitchuelas (Baguio Beans)
25 07 2024,140,60,Habitchuelas (Baguio Beans)
26 07 2024,140,50,Habitchuelas (Baguio Beans)
27 07 2024,140,60,Habitchuelas (Baguio Beans)
29 07 2024,180,70,Habitchuelas (Baguio Beans)
30 07 2024,180,70,Habitchuelas (Baguio Beans)
31 07 2024,180,60,Habitchuelas (Baguio Beans)
1 08 2024,120,70,Habitchuelas (Baguio Beans)
2 08 2024,160,70,Habitchuelas (Baguio Beans)
3 08 2024,130,70,Habitchuelas (Baguio Beans)
5 08 2024,160,70,Habitchuelas (Baguio Beans)
6 08 2024,160,60,Habitchuelas (Baguio Beans)
7 08 2024,160,80,Habitchuelas (Baguio Beans)
8 08 2024,160,60,Habitchuelas (Baguio Beans)
9 08 2024,160,60,Habitchuelas (Baguio Beans)
10 08 2024,140,80,Habitchuelas (Baguio Beans)
12 08 2024,150,60,Habitchuelas (Baguio Beans)
13 08 2024,120,50,Habitchuelas (Baguio Beans)
14 08 2024,150,50,Habitchuelas (Baguio Beans)
15 08 2024,140,50,Habitchuelas (Baguio Beans)
16 08 2024,150,50,Habitchuelas (Baguio Beans)
17 08 2024,140,50,Habitchuelas (Baguio Beans)
20 08 2024,160,100,Habitchuelas (Baguio Beans)
21 08 2024,160,100,Habitchuelas (Baguio Beans)
29 08 2024,160,70,Habitchuelas (Baguio Beans)
30 08 2024,160,70,Habitchuelas (Baguio Beans)
